CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
ANP1105,D,Lecture 1,1,11:30,13:00,MNT 202,HUMAN ANATOMY &amp; PHYSIOLOGY I,Qiao Li
ANP1105,D,Lecture 2,4,13:00,14:30,MNT 202,HUMAN ANATOMY &amp; PHYSIOLOGY I,Balwant Tuana
ANP1106,A,Lecture 1,1,16:00,17:30,MNT 202,HUMAN ANATOMY &amp; PHYSIOLOGY II,Jacqueline Carnegie
ANP1106,A,Lecture 2,3,14:30,16:00,MNT 202,HUMAN ANATOMY &amp; PHYSIOLOGY II,Pierre Fortier
ANP1106,AP,Lecture 1,2,10:00,11:30,Pembroke,HUMAN ANATOMY &amp; PHYSIOLOGY II,Not available at this time.
ANP1106,AP,Lecture 2,2,12:30,14:00,Pembroke,HUMAN ANATOMY &amp; PHYSIOLOGY II,Not available at this time.
ANP1106,B,Lecture 1,1,11:30,13:00,MNT 203,HUMAN ANATOMY &amp; PHYSIOLOGY II,William Staines
ANP1106,B,Lecture 2,4,13:00,14:30,MNT 203,HUMAN ANATOMY &amp; PHYSIOLOGY II,Joanne Savory
ANP1106,C,Lecture 1,2,13:00,14:30,UCU AUD,HUMAN ANATOMY &amp; PHYSIOLOGY II,Jacqueline Carnegie
ANP1106,C,Lecture 2,4,11:30,13:00,UCU AUD,HUMAN ANATOMY &amp; PHYSIOLOGY II,William Staines
ANP1106,D,Lecture 1,3,13:00,14:30,MNT 202,HUMAN ANATOMY &amp; PHYSIOLOGY II,A. Brianne Thrush
ANP1106,D,Lecture 2,5,11:30,13:00,MNT 202,HUMAN ANATOMY &amp; PHYSIOLOGY II,Frank Feiner
ANP1107,A,Lecture 1,1,10:00,11:30,UCU AUD,HUMAN ANATOMY &amp; PHYSIOLOGY III,Jacqueline Carnegie
ANP1107,A,Lecture 2,3,08:30,10:00,UCU AUD,HUMAN ANATOMY &amp; PHYSIOLOGY III,David Lohnes
ANP1107,AP,Lecture 1,4,13:00,14:30,Pembroke,HUMAN ANATOMY &amp; PHYSIOLOGY III,Not available at this time.
ANP1107,AP,Lecture 2,4,15:00,16:30,Pembroke,HUMAN ANATOMY &amp; PHYSIOLOGY III,Not available at this time.
ANP1107,B,Lecture 1,2,11:30,13:00,UCU AUD,HUMAN ANATOMY &amp; PHYSIOLOGY III,Joanna Komorowski
ANP1107,B,Lecture 2,5,13:00,14:30,UCU AUD,HUMAN ANATOMY &amp; PHYSIOLOGY III,Richard L. Hébert
ANP1505,C,Lecture 1,1,08:30,10:00,SCR 002,ANATOMIE HUM. &amp; PHYSIOLOGIE I,Simon Lemaire
ANP1505,C,Lecture 2,4,10:00,11:30,SCR 002,ANATOMIE HUM. &amp; PHYSIOLOGIE I,Michel Désilets
ANP1506,A,Lecture 1,2,10:00,11:30,UCU AUD,ANATOMIE HUM. &amp; PHYSIOLOGIE II,Michel Désilets
ANP1506,A,Lecture 2,4,08:30,10:00,UCU AUD,ANATOMIE HUM. &amp; PHYSIOLOGIE II,Michel Désilets
ANP1506,B,Lecture 1,1,14:30,16:00,SCR 002,ANATOMIE HUM. &amp; PHYSIOLOGIE II,Michel Désilets
ANP1506,B,Lecture 2,4,16:00,17:30,SCR 002,ANATOMIE HUM. &amp; PHYSIOLOGIE II,Mina Zeroual
ANP1507,A,Lecture 1,2,14:30,16:00,UCU AUD,ANAT. HUM. &amp;  PHYSIOLOGIE III,Simon Lemaire
ANP1507,A,Lecture 2,5,16:00,17:30,UCU AUD,ANAT. HUM. &amp;  PHYSIOLOGIE III,Simon Lemaire
CMM4350,,Lecture 1,2,13:00,14:30,STE A0150,PRINCIPLES OF NEUROBIOLOGY,Leonard Maler
CMM4350,,Lecture 2,4,11:30,13:00,STE A0150,PRINCIPLES OF NEUROBIOLOGY,Jean-Claude Béïque
PHA3112,AP,Lecture 1,1,16:00,17:30,Pembroke,CLINICAL PHARMACOLOGY,Not available at this time.
PHA3112,AP,Lecture 2,4,16:00,17:30,Pembroke,CLINICAL PHARMACOLOGY,Not available at this time.
PHA3112,B,Lecture 1,1,14:30,17:30,RGN 2003,CLINICAL PHARMACOLOGY,Frank Feiner
PHA3112,B,Tutorial 1,1,17:30,18:30,RGN 2003,CLINICAL PHARMACOLOGY,Not available at this time.
PHA3112,C,Lecture 1,3,14:30,17:30,RGN 3248,CLINICAL PHARMACOLOGY,Sylvain Grenier
PHA3112,C,Tutorial 1,3,17:30,18:30,RGN 3248,CLINICAL PHARMACOLOGY,Not available at this time.
PHA3512,A,Lecture 1,1,13:00,14:30,RGN 3248,PHARMACOLOGIE,John Leddy
PHA3512,A,Lecture 2,2,13:00,14:30,RGN 3248,PHARMACOLOGIE,Not available at this time.
PHA4107,,Lecture 1,1,08:30,10:00,ART 033,INTRODUCTORY PHARMACOLOGY,Christine Pratt
PHA4107,,Lecture 2,4,10:00,11:30,ART 033,INTRODUCTORY PHARMACOLOGY,Christine Pratt
PHS3342,,Lecture 1,2,08:30,10:00,STE A0150,PHYSIOLOGICAL REGULATION,Jacqueline Carnegie
PHS3342,,Lecture 2,5,10:00,11:30,STE A0150,PHYSIOLOGICAL REGULATION,John Leddy
